Timestamp,Sensor_Value,Anomaly_Type
2025-08-21 11:10:50.923126,"{'temperature_c': 26.140220239590352, 'humidity_pct': 37.60277571462533, 'pressure_hpa': 988.953123353214, 'vibration_g': 0.3390459544423946, 'minute_of_day': 1407.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 26.612163554121185, 'humidity_roll_mean': 53.54664985785634, 'pressure_roll_mean': 1009.4095043570563, 'vibration_roll_mean': 0.3939229595761523, 'temp_humidity_interaction': 982.9448388002256, 'pressure_vibration_interaction': 335.30055560607764, 'pressure_roll_std': 11.489556823924746, 'vibration_roll_std': 0.5475722287563318}",IsolationForest
2025-08-21 11:10:50.929902,"{'temperature_c': 27.832100641615448, 'humidity_pct': 57.77244511829223, 'pressure_hpa': 1013.7817060424372, 'vibration_g': 0.7679384628832848, 'minute_of_day': 1408.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 26.628667278303872, 'humidity_roll_mean': 53.62115684786337, 'pressure_roll_mean': 1009.2449566086816, 'vibration_roll_mean': 0.33493128356050983, 'temp_humidity_interaction': 1607.9285068445145, 'pressure_vibration_interaction': 778.5219650374233, 'pressure_roll_std': 11.402116314178622, 'vibration_roll_std': 0.46752081068318513}",IsolationForest
2025-08-21 11:10:50.935894,"{'temperature_c': 26.70942269878508, 'humidity_pct': 59.73679286647783, 'pressure_hpa': 1015.4675808156272, 'vibration_g': 0.9998392013204288, 'minute_of_day': 1410.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 26.98910591906357, 'humidity_roll_mean': 53.94011245507461, 'pressure_roll_mean': 1009.3674020217607, 'vibration_roll_mean': 0.6090630529320515, 'temp_humidity_interaction': 1595.5352513405255, 'pressure_vibration_interaction': 1015.3042949694848, 'pressure_roll_std': 11.486054320739765, 'vibration_roll_std': 0.27123164269154165}",IsolationForest
2025-08-21 11:10:50.939786,"{'temperature_c': 28.61614364728056, 'humidity_pct': 60.0178402405312, 'pressure_hpa': 1013.9258980194876, 'vibration_g': 0.5301190425429323, 'minute_of_day': 1411.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 27.472237468681065, 'humidity_roll_mean': 54.03338959101035, 'pressure_roll_mean': 1009.6138911418432, 'vibration_roll_mean': 0.6305243247607681, 'temp_humidity_interaction': 1717.4791377225763, 'pressure_vibration_interaction': 537.5014262675736, 'pressure_roll_std': 11.588046271051914, 'vibration_roll_std': 0.2566643925787759}",IsolationForest
2025-08-21 11:10:50.944931,"{'temperature_c': 30.44263810930402, 'humidity_pct': 53.79795271505103, 'pressure_hpa': 1015.794656124939, 'vibration_g': 2.39775346397556, 'minute_of_day': 1426.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 29.353919349156193, 'humidity_roll_mean': 52.31605029991366, 'pressure_roll_mean': 1013.7570827229225, 'vibration_roll_mean': 1.9761783911158914, 'temp_humidity_interaction': 1637.7516055257483, 'pressure_vibration_interaction': 2435.625155411435, 'pressure_roll_std': 2.6243287780611997, 'vibration_roll_std': 0.28290462114084475}",IsolationForest
2025-08-21 11:10:50.949810,"{'temperature_c': 31.957063475125405, 'humidity_pct': 61.046355526667696, 'pressure_hpa': 1014.7872670892187, 'vibration_g': 2.210463090804496, 'minute_of_day': 1427.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 30.200384494569427, 'humidity_roll_mean': 54.4350781907217, 'pressure_roll_mean': 1014.2672566065172, 'vibration_roll_mean': 2.0975158015087496, 'temp_humidity_interaction': 1950.862258490792, 'pressure_vibration_interaction': 2243.149798919082, 'pressure_roll_std': 2.4997907905515815, 'vibration_roll_std': 0.20170031691526655}",IsolationForest
2025-08-21 11:10:50.954284,"{'temperature_c': 30.49081140197244, 'humidity_pct': 57.15184297989751, 'pressure_hpa': 1011.9581968766736, 'vibration_g': 2.4893755653368914, 'minute_of_day': 1428.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 29.77301317092853, 'humidity_roll_mean': 54.40884229013237, 'pressure_roll_mean': 1014.5172059162117, 'vibration_roll_mean': 2.209194314473252, 'temp_humidity_interaction': 1742.6060655751976, 'pressure_vibration_interaction': 2519.1440084471706, 'pressure_roll_std': 2.0826724063345154, 'vibration_roll_std': 0.23779850755707138}",IsolationForest
2025-08-21 11:10:50.957883,"{'temperature_c': 31.391412028262163, 'humidity_pct': 64.15210936500853, 'pressure_hpa': 1011.9741177700204, 'vibration_g': 2.493764455807415, 'minute_of_day': 1429.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 30.462424595055694, 'humidity_roll_mean': 56.765113357870725, 'pressure_roll_mean': 1013.4930668446717, 'vibration_roll_mean': 2.3073118270022173, 'temp_humidity_interaction': 2013.8252975591186, 'pressure_vibration_interaction': 2523.6250850919437, 'pressure_roll_std': 1.7269215096246873, 'vibration_roll_std': 0.23269845128222166}",IsolationForest
2025-08-21 11:10:50.963575,"{'temperature_c': 26.155578292562623, 'humidity_pct': 66.07400211480669, 'pressure_hpa': 1015.92503466524, 'vibration_g': 0.6058775543405595, 'minute_of_day': 1431.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 28.94954255741598, 'humidity_roll_mean': 60.857454944226994, 'pressure_roll_mean': 1014.1074492394042, 'vibration_roll_mean': 1.7229840235040335, 'temp_humidity_interaction': 1728.2037354167746, 'pressure_vibration_interaction': 615.5261753963237, 'pressure_roll_std': 2.007674499594907, 'vibration_roll_std': 0.9341651788335307}",IsolationForest
2025-08-21 11:10:50.968242,"{'temperature_c': 29.28048322192068, 'humidity_pct': 62.42172249342661, 'pressure_hpa': 1015.5999567057552, 'vibration_g': 1.7808499579283792, 'minute_of_day': 17.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 28.351736249955884, 'humidity_roll_mean': 57.82322206264987, 'pressure_roll_mean': 1014.9015959699534, 'vibration_roll_mean': 1.5087145415381793, 'temp_humidity_interaction': 1827.7381981521664, 'pressure_vibration_interaction': 1808.631140171508, 'pressure_roll_std': 0.6476569966773842, 'vibration_roll_std': 0.21170031335545816}",IsolationForest
2025-08-21 11:10:50.971951,"{'temperature_c': 28.390579726790143, 'humidity_pct': 56.83427240637327, 'pressure_hpa': 1012.7791561989832, 'vibration_g': 2.157507904585769, 'minute_of_day': 18.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 28.543625802087014, 'humidity_roll_mean': 57.138882170054366, 'pressure_roll_mean': 1014.5729093358326, 'vibration_roll_mean': 1.6233731962332638, 'temp_humidity_interaction': 1613.5579419672495, 'pressure_vibration_interaction': 2185.0790350990114, 'pressure_roll_std': 1.1632892033293747, 'vibration_roll_std': 0.3635820470079499}",IsolationForest
2025-08-21 11:10:50.977194,"{'temperature_c': 30.63599358659756, 'humidity_pct': 56.92118111214135, 'pressure_hpa': 1011.274659362586, 'vibration_g': 1.7987379802506631, 'minute_of_day': 19.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 29.13641481287536, 'humidity_roll_mean': 57.51832594605089, 'pressure_roll_mean': 1013.994502381884, 'vibration_roll_mean': 1.7437255341503888, 'temp_humidity_interaction': 1743.8369394931206, 'pressure_vibration_interaction': 1819.0181382605354, 'pressure_roll_std': 1.9008969037606618, 'vibration_roll_std': 0.2762619589315046}",IsolationForest
2025-08-21 11:10:50.982178,"{'temperature_c': 29.23299299087983, 'humidity_pct': 55.10055673030543, 'pressure_hpa': 1017.2199708281668, 'vibration_g': 2.3903196872767096, 'minute_of_day': 20.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 29.532200458724958, 'humidity_roll_mean': 57.753082159531345, 'pressure_roll_mean': 1014.3307664203023, 'vibration_roll_mean': 1.9294416291088965, 'temp_humidity_interaction': 1610.754188690595, 'pressure_vibration_interaction': 2431.4809225616073, 'pressure_roll_std': 2.340273568639342, 'vibration_roll_std': 0.3432921690877212}",IsolationForest
2025-08-21 11:10:50.987380,"{'temperature_c': 28.457524758320574, 'humidity_pct': 53.38723779016444, 'pressure_hpa': 1009.946608768956, 'vibration_g': 2.261474920132592, 'minute_of_day': 21.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 29.19951485690176, 'humidity_roll_mean': 56.93299410648221, 'pressure_roll_mean': 1013.3640703728894, 'vibration_roll_mean': 2.0777780900348235, 'temp_humidity_interaction': 1519.2686411919524, 'pressure_vibration_interaction': 2283.968926403957, 'pressure_roll_std': 3.0105631860866016, 'vibration_roll_std': 0.2755963158441072}",IsolationForest
2025-08-21 11:10:50.991478,"{'temperature_c': 27.75361158024328, 'humidity_pct': 42.50913565937152, 'pressure_hpa': 996.713791981664, 'vibration_g': 0.6359265977326937, 'minute_of_day': 29.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 27.225684066652406, 'humidity_roll_mean': 52.06112061613195, 'pressure_roll_mean': 1009.2201611387181, 'vibration_roll_mean': 0.5972740291268324, 'temp_humidity_interaction': 1179.7820397020662, 'pressure_vibration_interaction': 633.8368106481514, 'pressure_roll_std': 7.3292889652542454, 'vibration_roll_std': 0.21455976122231638}",IsolationForest
2025-08-21 11:10:50.996206,"{'temperature_c': 26.522433284661968, 'humidity_pct': 62.11445101847532, 'pressure_hpa': 1014.5608219164574, 'vibration_g': 0.301920634862547, 'minute_of_day': 30.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 27.10286881872468, 'humidity_roll_mean': 53.73241328296033, 'pressure_roll_mean': 1009.4565051836438, 'vibration_roll_mean': 0.4889224197435421, 'temp_humidity_interaction': 1647.4263831509154, 'pressure_vibration_interaction': 306.3168474596843, 'pressure_roll_std': 7.513662313171768, 'vibration_roll_std': 0.1949112509054824}",IsolationForest
2025-08-21 11:10:51.000486,"{'temperature_c': 29.373389510054334, 'humidity_pct': 55.71286396572011, 'pressure_hpa': 1009.905537346822, 'vibration_g': 0.6817412025513767, 'minute_of_day': 31.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 27.285212793063057, 'humidity_roll_mean': 53.86159617191447, 'pressure_roll_mean': 1008.4378911731276, 'vibration_roll_mean': 0.502127972148178, 'temp_humidity_interaction': 1636.4756539857672, 'pressure_vibration_interaction': 688.4942154941167, 'pressure_roll_std': 6.8941886003181985, 'vibration_roll_std': 0.20748058336774688}",IsolationForest
2025-08-21 11:10:51.019371,"{'temperature_c': 27.109994814370584, 'humidity_pct': 57.375834623316464, 'pressure_hpa': 1010.4443623079349, 'vibration_g': 0.1832224438476506, 'minute_of_day': 32.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 27.283596822536005, 'humidity_roll_mean': 55.150864210180984, 'pressure_roll_mean': 1008.7250847257034, 'vibration_roll_mean': 0.48853611708529937, 'temp_humidity_interaction': 1555.4585791082936, 'pressure_vibration_interaction': 185.1360854341407, 'pressure_roll_std': 6.9535494076992865, 'vibration_roll_std': 0.22912648874098326}",IsolationForest
2025-08-21 11:10:51.024005,"{'temperature_c': 38.10011391699462, 'humidity_pct': 53.56402094559742, 'pressure_hpa': 1011.0130281303872, 'vibration_g': 2.711538622575996, 'minute_of_day': 52.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 28.98793863052753, 'humidity_roll_mean': 54.99575638778178, 'pressure_roll_mean': 1011.9969400379536, 'vibration_roll_mean': 1.032623627492191, 'temp_humidity_interaction': 2040.7952998795477, 'pressure_vibration_interaction': 2741.4008737030567, 'pressure_roll_std': 1.7588947106101347, 'vibration_roll_std': 0.9515780715435584}",IsolationForest
2025-08-21 11:10:51.028947,"{'temperature_c': 26.2804929877843, 'humidity_pct': 47.5208584292928, 'pressure_hpa': 1016.227501696478, 'vibration_g': 0.4537641210378721, 'minute_of_day': 54.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 29.465922137684743, 'humidity_roll_mean': 52.85215400077179, 'pressure_roll_mean': 1012.9048884296141, 'vibration_roll_mean': 1.0261309903370421, 'temp_humidity_interaction': 1248.8715867245198, 'pressure_vibration_interaction': 461.12757908181504, 'pressure_roll_std': 2.547367780636158, 'vibration_roll_std': 0.9555176611427326}",IsolationForest
2025-08-21 11:10:51.034170,"{'temperature_c': 23.902708967113565, 'humidity_pct': 49.417575240259055, 'pressure_hpa': 1015.1085610981856, 'vibration_g': 0.2622291668638192, 'minute_of_day': 55.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 28.990901548783615, 'humidity_roll_mean': 51.32455894074293, 'pressure_roll_mean': 1012.9710631377095, 'vibration_roll_mean': 0.9042819557176358, 'temp_humidity_interaction': 1181.2139188283493, 'pressure_vibration_interaction': 266.1910722531075, 'pressure_roll_std': 2.611667649000976, 'vibration_roll_std': 1.0170358134346145}",IsolationForest
2025-08-21 11:10:51.038670,"{'temperature_c': 26.893731089906023, 'humidity_pct': 22.00275387767697, 'pressure_hpa': 994.4606848686816, 'vibration_g': 0.8034602335354587, 'minute_of_day': 72.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 27.52517996655224, 'humidity_roll_mean': 50.453543494211054, 'pressure_roll_mean': 1010.487197964569, 'vibration_roll_mean': 0.7035225399792246, 'temp_humidity_interaction': 591.7361460236314, 'pressure_vibration_interaction': 799.0096141064231, 'pressure_roll_std': 9.062665790878897, 'vibration_roll_std': 0.17169966881319318}",IsolationForest
2025-08-21 11:10:51.042945,"{'temperature_c': 24.7000402747411, 'humidity_pct': 53.59356827940884, 'pressure_hpa': 1014.0180839371868, 'vibration_g': 0.8414528930217067, 'minute_of_day': 74.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 25.96233346469443, 'humidity_roll_mean': 46.807715855873674, 'pressure_roll_mean': 1010.7418118224426, 'vibration_roll_mean': 0.7253730769989538, 'temp_humidity_interaction': 1323.7632949684855, 'pressure_vibration_interaction': 853.2484503052736, 'pressure_roll_std': 9.118752736831233, 'vibration_roll_std': 0.14930301170438853}",IsolationForest
2025-08-21 11:10:51.047612,"{'temperature_c': 26.035410438420104, 'humidity_pct': 55.10186125312355, 'pressure_hpa': 1009.6575312294408, 'vibration_g': 0.328052517422912, 'minute_of_day': 75.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 26.002024864703635, 'humidity_roll_mean': 48.964159713458685, 'pressure_roll_mean': 1009.5539970819548, 'vibration_roll_mean': 0.6917965710363876, 'temp_humidity_interaction': 1434.5995736459492, 'pressure_vibration_interaction': 331.22069485482047, 'pressure_roll_std': 8.705727064441282, 'vibration_roll_std': 0.21722710812242424}",IsolationForest
2025-08-21 11:10:51.053484,"{'temperature_c': 35.33626018400788, 'humidity_pct': 58.53193470361102, 'pressure_hpa': 1008.8659723423966, 'vibration_g': -1.6925139239844749, 'minute_of_day': 76.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 27.439331759466956, 'humidity_roll_mean': 49.136166510814704, 'pressure_roll_mean': 1008.3455020882608, 'vibration_roll_mean': 0.18662021060879647, 'temp_humidity_interaction': 2068.299673760159, 'pressure_vibration_interaction': -1707.5197056236425, 'pressure_roll_std': 8.180153955177165, 'vibration_roll_std': 1.0697696939068657}",IsolationForest
2025-08-21 11:10:51.057749,"{'temperature_c': 29.61146555362669, 'humidity_pct': 60.08049260603934, 'pressure_hpa': 1010.4296358150904, 'vibration_g': 0.7389562674100519, 'minute_of_day': 79.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 29.17434674133421, 'humidity_roll_mean': 55.94277340557933, 'pressure_roll_mean': 1011.3337838730022, 'vibration_roll_mean': 0.274873881800588, 'temp_humidity_interaction': 1779.071437248657, 'pressure_vibration_interaction': 746.6633121624174, 'pressure_roll_std': 2.521264731605229, 'vibration_roll_std': 1.1710831900256313}",IsolationForest
2025-08-21 11:10:51.062059,"{'temperature_c': 27.320686453735767, 'humidity_pct': 41.07032724153561, 'pressure_hpa': 1000.0705371668314, 'vibration_g': 0.5021619832311451, 'minute_of_day': 84.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 26.872152454828473, 'humidity_roll_mean': 51.54036263027547, 'pressure_roll_mean': 1009.8225201824105, 'vibration_roll_mean': 0.6094663812179282, 'temp_humidity_interaction': 1122.069533118317, 'pressure_vibration_interaction': 502.1974043147327, 'pressure_roll_std': 5.63592641798169, 'vibration_roll_std': 0.2516364751388459}",IsolationForest
2025-08-21 11:10:51.067501,"{'temperature_c': 30.02803909929844, 'humidity_pct': 54.98251015376889, 'pressure_hpa': 1010.8058699222628, 'vibration_g': 2.562808095395419, 'minute_of_day': 109.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 29.89262746756674, 'humidity_roll_mean': 54.55456008273669, 'pressure_roll_mean': 1011.5170505473803, 'vibration_roll_mean': 1.7663222232478275, 'temp_humidity_interaction': 1651.0169646749457, 'pressure_vibration_interaction': 2590.501466309984, 'pressure_roll_std': 2.559770422407285, 'vibration_roll_std': 0.4596860506698243}",IsolationForest
2025-08-21 11:10:51.071342,"{'temperature_c': 31.00249716101328, 'humidity_pct': 44.749939940649845, 'pressure_hpa': 1014.47341775556, 'vibration_g': 2.0957677696173325, 'minute_of_day': 110.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 30.395498741928105, 'humidity_roll_mean': 52.12575449986307, 'pressure_roll_mean': 1011.2982292992128, 'vibration_roll_mean': 1.8914375880561072, 'temp_humidity_interaction': 1387.3598859655117, 'pressure_vibration_interaction': 2126.1006920656423, 'pressure_roll_std': 2.1391620250043406, 'vibration_roll_std': 0.44379511674117617}",IsolationForest
2025-08-21 11:10:51.075875,"{'temperature_c': 32.42828183998127, 'humidity_pct': 58.451693954786045, 'pressure_hpa': 1007.5665268232094, 'vibration_g': 1.969965531760736, 'minute_of_day': 111.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 30.977338693746475, 'humidity_roll_mean': 53.09517006868542, 'pressure_roll_mean': 1010.4736271114301, 'vibration_roll_mean': 1.9392059214249837, 'temp_humidity_interaction': 1895.488005590131, 'pressure_vibration_interaction': 1984.8713287976018, 'pressure_roll_std': 2.6775312272996756, 'vibration_roll_std': 0.43499238565881965}",IsolationForest
2025-08-21 11:10:51.080279,"{'temperature_c': 26.79925156471074, 'humidity_pct': 33.4109685703516, 'pressure_hpa': 995.876893706444, 'vibration_g': 0.5945455984832886, 'minute_of_day': 114.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 29.556336028339594, 'humidity_roll_mean': 48.97585072010658, 'pressure_roll_mean': 1009.1743432624444, 'vibration_roll_mean': 1.2306601150561796, 'temp_humidity_interaction': 895.3889517374964, 'pressure_vibration_interaction': 592.0942237843761, 'pressure_roll_std': 8.07235680282885, 'vibration_roll_std': 0.7439705554220941}",IsolationForest
2025-08-21 11:10:51.084580,"{'temperature_c': 26.465036814098305, 'humidity_pct': 47.66415802413881, 'pressure_hpa': 1014.7926336323528, 'vibration_g': 0.7706646975574751, 'minute_of_day': 115.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 28.648843958956597, 'humidity_roll_mean': 49.55869433680438, 'pressure_roll_mean': 1009.238186437803, 'vibration_roll_mean': 0.9656395006442082, 'temp_humidity_interaction': 1261.4336968218327, 'pressure_vibration_interaction': 782.0648580818308, 'pressure_roll_std': 8.125829093860622, 'vibration_roll_std': 0.5757546459133528}",IsolationForest
2025-08-21 11:10:51.088160,"{'temperature_c': 30.18812659906725, 'humidity_pct': 61.52755245876868, 'pressure_hpa': 1009.7960209735874, 'vibration_g': 0.9093692032264532, 'minute_of_day': 117.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 27.92702444819531, 'humidity_roll_mean': 50.15205225151065, 'pressure_roll_mean': 1009.2067085184874, 'vibration_roll_mean': 0.7075924373945174, 'temp_humidity_interaction': 1857.4015429560604, 'pressure_vibration_interaction': 918.277403013994, 'pressure_roll_std': 7.963166185089684, 'vibration_roll_std': 0.13378833551624125}",IsolationForest
2025-08-21 11:11:57.842559,"{'temperature_c': 22.63651363444265, 'humidity_pct': 46.09829637134787, 'pressure_hpa': 1011.7124887723354, 'vibration_g': 4.904719699756725, 'minute_of_day': 27.0, 'hour': 0.0, 'weekday': 4.0, 'temperature_roll_mean': 26.098944984448433, 'humidity_roll_mean': 52.92635129054834, 'pressure_roll_mean': 1012.6884271741031, 'vibration_roll_mean': 1.5931372638531647, 'temp_humidity_interaction': 1043.5047143345942, 'pressure_vibration_interaction': 4962.166174171578, 'pressure_roll_std': 1.6468498036646757, 'vibration_roll_std': 1.862459381921205}",IsolationForest
2025-08-21 11:11:57.847552,"{'temperature_c': 26.62018272455744, 'humidity_pct': 32.98471589454839, 'pressure_hpa': 1003.8416685454816, 'vibration_g': 1.3018314303686982, 'minute_of_day': 31.0, 'hour': 0.0, 'weekday': 4.0, 'temperature_roll_mean': 26.828362684275625, 'humidity_roll_mean': 48.10197893387868, 'pressure_roll_mean': 1010.5104702900659, 'vibration_roll_mean': 1.7180020612957283, 'temp_humidity_interaction': 878.0591642304922, 'pressure_vibration_interaction': 1306.832635226265, 'pressure_roll_std': 4.397336788338506, 'vibration_roll_std': 1.7958135690157684}",IsolationForest
2025-08-21 11:11:57.853318,"{'temperature_c': 26.14266062585905, 'humidity_pct': 28.95304792043937, 'pressure_hpa': 996.31868871155, 'vibration_g': 0.4521889220001192, 'minute_of_day': 38.0, 'hour': 0.0, 'weekday': 4.0, 'temperature_roll_mean': 27.11707316500894, 'humidity_roll_mean': 51.06494390904894, 'pressure_roll_mean': 1009.3850969908435, 'vibration_roll_mean': 0.7734858259310947, 'temp_humidity_interaction': 756.9097058682806, 'pressure_vibration_interaction': 450.5242738170481, 'pressure_roll_std': 7.356281561334879, 'vibration_roll_std': 0.35765475889207654}",IsolationForest
2025-08-21 11:11:57.863154,"{'temperature_c': 25.643386308481727, 'humidity_pct': 41.09008194011064, 'pressure_hpa': 999.5411614643853, 'vibration_g': 0.6242016616550619, 'minute_of_day': 113.0, 'hour': 1.0, 'weekday': 4.0, 'temperature_roll_mean': 26.62959596760778, 'humidity_roll_mean': 53.68985348783733, 'pressure_roll_mean': 1009.8830123990404, 'vibration_roll_mean': 0.7716353720470088, 'temp_humidity_interaction': 1053.6888446374255, 'pressure_vibration_interaction': 623.9152538786998, 'pressure_roll_std': 5.81399554362036, 'vibration_roll_std': 0.11930718420396683}",IsolationForest
2025-08-21 11:11:57.869631,"{'temperature_c': 37.31888690909601, 'humidity_pct': 55.19370644609556, 'pressure_hpa': 1014.853120138434, 'vibration_g': 1.95262765635888, 'minute_of_day': 255.0, 'hour': 4.0, 'weekday': 4.0, 'temperature_roll_mean': 30.204259170618133, 'humidity_roll_mean': 52.089736745560685, 'pressure_roll_mean': 1013.920078994239, 'vibration_roll_mean': 0.9966675695816569, 'temp_humidity_interaction': 2059.7676889556838, 'pressure_vibration_interaction': 1981.6302695244071, 'pressure_roll_std': 1.3060304665362152, 'vibration_roll_std': 0.5599541040043752}",IsolationForest
2025-08-21 11:11:57.876677,"{'temperature_c': 37.48064217105826, 'humidity_pct': 52.81057552622868, 'pressure_hpa': 1014.0736349131956, 'vibration_g': 2.646318016447134, 'minute_of_day': 272.0, 'hour': 4.0, 'weekday': 4.0, 'temperature_roll_mean': 29.60243080458787, 'humidity_roll_mean': 53.11577755645152, 'pressure_roll_mean': 1012.4399741426774, 'vibration_roll_mean': 1.0171278191217774, 'temp_humidity_interaction': 1979.3742841462238, 'pressure_vibration_interaction': 2683.5613300748228, 'pressure_roll_std': 2.0488100340832203, 'vibration_roll_std': 0.9176832165640327}",IsolationForest
2025-08-21 11:11:57.883262,"{'temperature_c': 28.16542443951998, 'humidity_pct': 36.15667079647869, 'pressure_hpa': 1000.0614809056228, 'vibration_g': 0.8436669601203354, 'minute_of_day': 299.0, 'hour': 4.0, 'weekday': 4.0, 'temperature_roll_mean': 28.929511246693608, 'humidity_roll_mean': 49.5610340409434, 'pressure_roll_mean': 1009.5999805372227, 'vibration_roll_mean': 1.0373636496970544, 'temp_humidity_interaction': 1018.3679793028193, 'pressure_vibration_interaction': 843.7188295290877, 'pressure_roll_std': 5.783036956990188, 'vibration_roll_std': 0.7675710585688201}",IsolationForest
2025-08-21 11:11:57.891563,"{'temperature_c': 38.92051060494589, 'humidity_pct': 56.02725310421805, 'pressure_hpa': 1016.141087201438, 'vibration_g': 2.978344275532396, 'minute_of_day': 300.0, 'hour': 5.0, 'weekday': 4.0, 'temperature_roll_mean': 31.117642409851648, 'humidity_roll_mean': 49.49616446356456, 'pressure_roll_mean': 1010.9768785720698, 'vibration_roll_mean': 1.475556141423048, 'temp_humidity_interaction': 2180.609298608706, 'pressure_vibration_interaction': 3026.417990199668, 'pressure_roll_std': 6.460707951716996, 'vibration_roll_std': 1.1293264468174666}",IsolationForest
2025-08-21 11:11:57.898882,"{'temperature_c': 25.933003065231787, 'humidity_pct': 62.82752727892132, 'pressure_hpa': 1011.5649991555435, 'vibration_g': 0.4642387013147678, 'minute_of_day': 301.0, 'hour': 5.0, 'weekday': 4.0, 'temperature_roll_mean': 30.679402594022974, 'humidity_roll_mean': 50.952048572297386, 'pressure_roll_mean': 1011.1903906565876, 'vibration_roll_mean': 1.4285667977763081, 'temp_humidity_interaction': 1629.3064575052003, 'pressure_vibration_interaction': 469.60762150344374, 'pressure_roll_std': 6.458542311538187, 'vibration_roll_std': 1.173721045300672}",IsolationForest
2025-08-21 11:11:57.903379,"{'temperature_c': 37.79315826751152, 'humidity_pct': 51.53942915535283, 'pressure_hpa': 1010.1061089571488, 'vibration_g': 2.110345489636247, 'minute_of_day': 309.0, 'hour': 5.0, 'weekday': 4.0, 'temperature_roll_mean': 29.900148300525803, 'humidity_roll_mean': 53.76653341336523, 'pressure_roll_mean': 1012.9229463640393, 'vibration_roll_mean': 0.9493784720661692, 'temp_humidity_interaction': 1947.8378030854471, 'pressure_vibration_interaction': 2131.672871091738, 'pressure_roll_std': 3.362926669226192, 'vibration_roll_std': 0.6502693647365516}",IsolationForest
2025-08-21 11:11:57.910695,"{'temperature_c': 38.22633177804831, 'humidity_pct': 51.29713613559076, 'pressure_hpa': 1014.4433239196188, 'vibration_g': 2.411052758798415, 'minute_of_day': 399.0, 'hour': 6.0, 'weekday': 4.0, 'temperature_roll_mean': 30.27499558999158, 'humidity_roll_mean': 50.89549481101203, 'pressure_roll_mean': 1012.7365355765969, 'vibration_roll_mean': 1.0928876196987958, 'temp_humidity_interaction': 1960.9013451828034, 'pressure_vibration_interaction': 2445.8763747810312, 'pressure_roll_std': 2.1271346755929104, 'vibration_roll_std': 0.815469285514435}",IsolationForest
2025-08-21 11:11:57.916306,"{'temperature_c': 31.876538400853345, 'humidity_pct': 48.56518679971895, 'pressure_hpa': 1009.8051447576668, 'vibration_g': 3.4302427121151355, 'minute_of_day': 414.0, 'hour': 6.0, 'weekday': 4.0, 'temperature_roll_mean': 30.383277170726995, 'humidity_roll_mean': 48.54156552296466, 'pressure_roll_mean': 1012.5666113880785, 'vibration_roll_mean': 2.4509971864512026, 'temp_humidity_interaction': 1548.0900419658572, 'pressure_vibration_interaction': 3463.8767384613557, 'pressure_roll_std': 2.552835123304036, 'vibration_roll_std': 0.5978026336375701}",IsolationForest
